"","Rating","Review"
"2636","1","It broke with less than 3 months"
"2637","1","Do not recomend. Teice had to send back becuase old image would get stuck on screen showing baby in the crib when there was no baby in crib. Night voise poor also. Clock does not work either. Get samsung instead"
"2638","1","This was a gift. I have no idea if it's something that is good. It was on your baby registry"
"2639","1","Night vision is HORRIBLE! Can't even see baby because it is so dark and grainy"
"2640","1","Crap!!! Baby monitor just broke yesterday!!! How am you supposed to watch my baby on a monitor that doesn<U+2019>t work!!!!! I<U+2019>m so pissed I made this investment!!!!!!!"
"2641","4","Nice product, great features. Wifi lags and sometimes doesn't work at all, but could be do to slow connection."
"2642","5","Works fine but the only drawback is that camera needs to be connected to main in order for it to work."
"2643","2","Monitor feezes sometimes doesn't turn on it also flickers while on"
"2644","4","Product Was fine, it Was what i expected however the retail package was destroyed and looked terrible"
"2645","1","I had high hopes... was replacing our Summer Infant Baby Touch monitor that died after 4 years.  The motorola one has so many issues!- night vision is very lame.  It's like a bright spot light on the center of the image and the rest if much darker.- daytime vision had issues... it's like it stayed on night vision as the colors in her room didn't come across, very odd.- I hate the parent unit.  It is so touch sensitive I can't even pick it up to move it.- It beeped at me each night at 3:29am!!  No idea why, but I had to touch the screen to turn it off, and then it asked me to unlock the screen but touching the ok button - which is IMPOSSIBLE in the middle of the night without turning a light on!  Where was this screen protection earlier when I was just picking up the monitor to move it?- the internet feature didn't work well at all!!!- power cord for the camera isn't long enough, we like to place the camera on the top of a book shelf, and it had a very hard time reaching the outlet nearby.- I don't like the stand for the parent unit - was a thin stand that kicked out sidewards, personally I got used to the Summer Infant one that kicked out from the top down, and so permitted me to adjust for different angles if desired (being more or less vertical).  Also was more stable on the sofa, etc. than the Motorola one.There are probably more features I disliked but I've had it with this and just want to return and never look back.  The ONE feature that was cool was having the temperature reading in her room.  However, we have a Nest thermostat in there so was not needed.  It might have also had good range - didn't seem to have issues with that the few days I used it.  The new Summer Infant one I just got as a replacement is having some reception issues, so will see how that goes.Hope this helps!"
"2646","4","Works well"
"2647","2","Don't like it: a lot of delay for image, a lot of delay to pan/tilt, low sound, once the image/sound got frozen and we only realize about it when our baby was awake crying and the camera continue showing our baby sleeping.  The previous model that was not had didn't had all this failures; we decided to update just because the previous one felt down and crashed, as it was very good we thought this new upgraded model was going to be same as good but it was a total disappointment."
"2648","5","Excellent"
"2649","5","<U+0001F51D><U+0001F51D><U+0001F51D>"
"2650","1","I would not recommend this monitor. The screen is not clear and the screen stopped working after 2 months."
"2651","4","Price but very good."
"2652","1","Camera didn't work. What a joke !!!!"
"2653","5","I just get the prodact and till now he look very good."
"2654","4","Good"
"2655","5","Works great"
"2656","2","Bad signail And The Light torns up with no reason. I hate it"
"2657","5","very helpfull!"
"2658","5","Excelent... Nice product!"
"2659","5","Perfect. Love it."
"2660","5","Great price fast shipping !"
"2661","5","Perfect!!! It works very well!"
"2662","1","It's hard for me to even put in to words how awful this thing is.  I cannot believe that we paid what we did for it, and we will be returning it tomorrow.  It is an absolute piece of junk.  My husband really wanted a baby monitor that would we could access on our phones, and I agreed that would be awesome.  But the thing is that our internet signal is just fine and the monitor still goes offline...just because!!.  There is also a separate screen you can use instead of your phone.  It's a piece of junk too.  The stand on the back broke within two days.  Plus, it makes a LOUD beeping sound every time you push a button.  So do I wake my husband up every I need to look at anything (I'm a SAHM and have the luxury to nap during the day if needed.  He works hard in an office all day and cannot be exhausted) or do I use my phone and hope the monitor doesn't go offline in the middle of the night??  There's a no win situation.  Oh and the best part is that when it goes offline...the ONLY way to fix it is to go into your child's room and unplug it and plug it back in.  Luckily, we have a toddler and just told her what we were doing.  If this was in a room with an infant, I would probably be even more livid, considering I wouldn't have known if my child was crying!!!  Luckily, my toddler just wakes up singing at about the same time every morning.  Bottom line...do not purchase this!"
"2663","5","Its perfect!"
"2664","5","Very good"
"2665","1","No parent should ever know the heartbreak of waking to learn their child has been crying for minutes, possibly hours. On these days, I awoke independently, and later than I expected, looking at the clock initially pleasantly surprised to find my children had given me the gift of sleep. This excitement was quickly crushed when I look at the monitor to discover that my tiny baby is actually awake. Awake and crying. Screaming. I frantically toss the covers aside, sprint to my baby's room and grab her sweet little hysterical body and press her close to me as quickly as possible. I analyze her perfect face for signs of how long she had been crying: redness in her face, tears or swelling in her eyes, gasping in her sweet breath. I sit and rock her, praying, PRAYING that my motherly intuition did not fail me. That I awoke after only seconds of crying. But I fear the worst. That my baby first awoke hours before. Begging for food or comfort in the middle of the night, first only stirring, then fussing, then screaming and screaming, only to return to sleep after determining hers was a need that was not going to be met. Her mother would not come on this night. Her mother may love her, but failed her in this moment. I feel a pit, deep, deep in my stomach for days after such an occurrence. I trusted the monitor. The ""baby monitor."" The machine whose only job is to monitor babies. During a critical period for neurological development and establishing attachment, I unknowingly and unwillingly did not respond to my child because of your baby monitor. A mistake for which I may never forgive myself. I may always wonder the potential long-term impact of these nights.This situation, due to a variety of failures on the part of the monitor, happened to me approximately seven times. Seven times, my baby has been crying, potentially for hours at times, and I could not hear her. These events occurred when my baby was between the ages of 3 and 5 months.  In April, I apparently purchased a faulty MBP853Connect-2 unit. I didn't begin using the unit until we moved in to our new home in June. A couple of weeks later I began to notice two issues: 1. I would occasionally find that the volume would be up in the parent unit, but I audio was transmitted, leading to discovering my baby crying without me knowing, and 2. The charger cable was loose and often fell from the parent unit. I called in July 1st and the unit was replaced under warranty. I paid around $18 shipping and kept the current unit until the new, also faulty, unit arrived.For weeks I thought I was the problem with the second unit. I would awake on my own, then notice the parent unit screen was illuminated and the scan feature was not on. I would rush to my baby.  I kept thinking I was failing to put the parent unit on the proper settings before bed and became very precise about the process, but it still kept happening. Then I saw. it. happen. I was laying in bed one evening, trying to fall asleep, and the room grew bright. I opened my eyes to discover that the parent unit was restarting. When it completed the restart, the screen stayed illuminated, and the scan feature turned off. This explained what I was experiencing. I called support and was presented with a troubleshooting option, which I completed later that day. The unit spontaneously restarted again that night. I dug my old Summer Infant monitor out and placed a second monitor in the baby's room as backup, though I feel it is absurd that this is necessary. Although the second parent unit has not had consistent issues with the volume/audio cutting out, it did happen recently, and I was able to document this occurrence, which fortunately happened with my 24-month old instead of with my more vulnerable now-six-month old. I tried to attach the video but it's in the wrong format.Motorola will never be able to rewind time to help repair what has happened between my baby and me. But I truly hope that they do something to keep it from continuing to happen to other parents.I am just your average consumer. I make purchases thoughtfully and rarely have issues.  In the event a product fails to meet my expectations, I am occasionally annoyed, though typically forgiving, and rarely, if ever, angry. Until this. Today, I am angry. Because what happened to me and my baby should happen never. Not once, not twice, but NEVER. This isn't about poor video quality, trouble with wifi or the app, or loose cables. This is about the major issues of child safety and neurological development. I beg, even demand, that you, Motorola, do your part to right this astronomical wrong, whatever the cost."
"2666","4","Great camera overall. App works as well as your internet signal will allow, but when signal is strong the reception is great. Only complaint is that we wish the range of motion for the camera was better"
"2667","1","Junk. Buy something else. Terrible product, with terrible support.Update:Constantly getting ""error loading stream id not found on server"" on the web UI. Still no resolution from customer support."
"2668","1","Completely disappointed in this monitor. With a new baby and toddler, I bought this for the 2 cameras and the remote wifi viewing. I set the first camera up and noticed that night that the lights indicating sound in the room weren't working even though I could clearly hear my toddler through the wall. On full volume, I could still hardly hear her through the monitor even when she was extremely loud. I switched out the camera with the second thinking it was maybe the camera and still hardly any sound was heard through the monitor and no light indication either. In trouble shooting, I see that this is a new product with multiple people posting the same issues. We've loved our Motorola MBP33 Wireless Video Baby Monitor we used with our toddler and so I thought sticking with another Motorola was a safe bet. I'll be returning this and on the hunt for something else,"
"2669","4","Screen flashes every minute or so"
"2670","5","The product arrived perfect and looks good! But we didn't tested yet."
"2671","1","Horrible night vision... can't see a thing on it.  Total waste of money."
"2672","4","I wasn't going to review but with so many aggressive 1-star ratings I thought I'd share our experience. We picked this set after researching every monitor out there. I liked the wifi capability so we could check in if we're out and my husband can check in from work. It's super convenient being able to use the app when you don't have the monitor in front of you. The camera works great with panning and I like the night vision. The picture isn't GREAT but I can tell if she's breathing which was my big fear when she was a newborn. You can tell if her eyes are open, she's moving, etc so I don't know what else people wanted? Haven't had any issues with the sound. You can hear like everything from the fan to kids playing outside through the speaker. I'm not crazy about the monitor design and wish it was touchscreen but that's just being picky. It's a pricey set but I think it's been worth it. It's given me peace of mind enough times to be worth every penny and I love having the camera. I'd recommend seeing for yourself if you like it!"
"2673","5","For a baby shower present."
"2674","5","So far we love it. We had a different monitor all together that was given to us as a gift that decided to stop working after 6 months. So with some research and a recommendation of Motorola we decided to order this one. So far no complaints, I love that it has the options to zoom in and out and that you can also move the camera around with the control on the screen. It has a nice features like the two way talk, which I find handy when my little one wakes and just needs to hear my voice. I also like that it has music options. By far this has already surpassed what i expected from a monitor in comparesion to our last one."
"2675","3","Picture quality at night is not as great as i would have expected at this price range,  slow to respond to panning commands and the play back when using the mobile phone is a bit slow."
"2676","5","This was a gift I gave! I understand it is working as advertised"
"2677","1","Terrible connectivity, within 12' or so the signal drops. Monitor beeps when disconnected, so it keeps us up at night more than the baby."
"2678","5","<U+0001F44D><U+0001F3FB><U+0001F44D><U+0001F3FB><U+0001F44D><U+0001F3FB><U+0001F44D><U+0001F3FB>"
"2679","5","Excellent for what I need"
"2680","4","I like very much"
"2681","5","Ok"
"2682","5","My nephew and his wife love it!!"
"2683","2","Viewing comes and goes. Didn't rate it lower because tech assistance is available."
"2684","1","This was such a disappointment.  Our three year old summer infant monitor was knocked off the shelf and finally bit the dust.  Several friends recommended Motorla monitors to us.  We need something with two camera to monitor two children in different rooms.  Having a temperature control was important to us as the kids are upstairs with a separate a/c unit.  We like to make sure they're comfortable.  The wifi capability was also appealing.Within 10 minutes of unboxing this, we knew it had to go back.  My husband and I set up one of the cameras in our son's room.  I stayed, and he went downstairs to check it out.  Here are the major issues we were not willing to deal with:1. The pan feature.  It is horrible! From the time you press the arrows to move the camera, it takes at least a couple seconds for the camera to respond.  Perhaps someone new to the whole baby monitor thing might not know this is an issue, but our old summer infant monitor could pan easily and responded instantly.2. The sound (you know...the whole reason you're monitoring your kids).  I stood about 4 feet away from the monitor and began talking at a normal volume towards the direction of the camera.  My husband couldn't hear me at all!  I went downstairs and turned the volume all the way up.  He talked right into the camera.  I could barely hear him at all.  How is this supposed to serve as a way to monitor children or babies?3. The talkback feature.  It sounded like muffled static.  :(We returned this and went with the infant optics monitor.  Although we had to buy the second camera separately, it was not an issue.  We are liking it so far."
"2685","5","I was a bit hesitant to get this Motorola 854 connect model after seeing so many mixed reviews. After a bunch of research and investigating features, I ended up trying it out to see if maybe it was improved or I would get a good apple from the bunch. I received it new in package as described, camera and monitor power on and charge and the sync was pretty easy. The camera seemed to sync automatically to the monitor and the Hubble app wasn't difficult [I did not do any of the updates]. So far so good, but I will keep using it and update if things go downhill in a couple of weeks/months."
"2686","1","My Wife and I were initially excited about this product.  Motorola is such a great company, and the video quality in the demos online looked great.  Unfortunately, our newborn spent the first few months sleeping in our room so we didn't begin using the monitor until close to the end of our return and warranty window.At first, it worked flawlessly.  It was easy to setup, connected to our WiFi network without a single hitch, and was fun to use.  The camera quality was probably average at best (I've seen other monitors since that are amazeballs!), but seeing our little guy sleeping there and being able to zoom in and see him breathing was next level.  Then, the sound on the handheld unit stopped working.  Like anyone today, I immediately tried troubleshooting the issue online.  I found a number of people with my same issue, all of whom managed to stop by Radio Shack and then solder up a new speaker.  Forget that!  I was still within the warranty period so I bailed on the online tutorials and went direct to Motorola.It took me a few hours to find and get a hold of the right people at Motorola, but once I did they sent a new handheld unit - no questions asked.  In fact, it arrived in just 2-days.  Upon setting it up, we never could quite get it to recognize Camera 1, so we had to pair our camera as a second camera with the handheld.  Once that was done, we were back in business!  The links we had added to the camera in the app didn't have to be reset either.  We could track motion and watch from our phones, tablets or desktops just like before.Then the oddest thing began happening.  A few weeks went by and the handheld unit began dropping its connection to the camera.  It mostly happened in the middle of the night.  We'd be waken up by it chirping at us.  No problem though, power-cycle the camera and we'd be back online.  I should note, our Internet connection and WiFi router are in the baby's room, so they're literally only feet away from the camera.  We also live in a one-floor condo, that's probably only 1,200 square foot - so it's not like the camera or handheld unit are ever really that far apart.  Yet, night after night, the unit would lose its connection to the camera.Shortly after that became common, the camera would cease to emit a WiFi signal.  We'd be unable to move the camera with the handheld unit, and the camera would appear 'Offline' in the iPhone app.  The process to reset the camera became somewhat of a joke.  You couldn't just power-cycle the camera because after the 'warm up' it would begin flashing red.  Holding down the 'pair' button for 3-5 seconds as instructed would initiate the pairing process, the app would find the camera, but it would not emit a WiFi signal (indicated by the intermittent flashing of red and blue).  Eventually the camera would say, ""setup failed"" and the camera would go offline.  So, back to the Internet.Apparently this is a common problem, and easily remedied.  Simply turn the camera off, hold down 'pair' and turn the camera on.  Continue holding 'pair' until the camera resets.  Then, enter the pairing mode and run setup again.  The first couple times this worked.  Once, after that, I had to delete the camera from the iPhone app and re-add it like a new camera.This became common behavior after a couple weeks.  I mean, I'm pulling down over 100 megabits in that room, and the WiFi signal strength is amazing, but the app would still warn me that the WiFi signal was weak.  The camera would also quit emitting a WiFi signal whenever it wanted.  Sure, we could still hear through the handheld unit, but we could no longer use any of the other functions such as move the camera to find our baby in his crib.So, here's the fix should this happen to you. You can reset the camera by turning it off, then holding down 'pair' and turning it back on - holding 'pair' until you hear the camera reset.  After it resets, and after the warm up, you can try pairing it again.  This will work after you've done it 12-24 times.  There's no logic to it either.  I once went through the process 18 times, re-paired the camera (but not the WiFi connection) and quit messing with it out of frustration, only to come home from work a day later and it had fixed itself.  On another occasion I removed the power cord from the camera, reset my router, reset the camera 9 times, finally got it to emit a WiFi signal and paired it without problem.  It worked for a couple days!  Other times, it will completely quit and fail to broadcast anything to the handheld.  If this happens, you can usually turn the handheld unit on and off 2-6 times and fix it.In the end, we had to call Motorola again.  They're sending a new camera, so at least their customer service has been great."
"2687","4","I just bought this (the 3.5in version) from a *large national retailer* a week ago even after the fact that I'd read all the bad reviews for it.  I'd done a ton of research on baby monitors and my other option would've likely been the Infant Optics DXR-8.  Given that the DXR-8 has been out for a couple years now and the price was still close to $200, I went with the MBP853Connect since viewing over wifi/internet was one of my main requirements and the pricing was not much different.  In fact, from the *large national retailer*, I managed to snag it for cheaper so I didn't mind giving the newer tech a try.What's great:* Video is fairly clear and smooth (although not 720p) on the 3.5in monitor - I can see enough details in the daytime and nighttime to know what my newborn is doing.* The Hubble App was easy to install and setup and allows you to watch the video in 720p over your local network or through the Internet (depends on whether you're connected to the same wifi network as the camera).  Honestly, this is the main reason I bought it and likely the main reason I'll be keeping it.* Night-time mode works pretty well and the camera switches to it automatically.  I can see the baby clear and bright in the dark.* There are physical buttons on the 3.5in version of the monitor which I prefer over the touch-based buttons on the 4.3in version.  There is no backlight, but it's not necessary since you can easily feel them in the dark.* Temperature monitor works great.  It's fairly accurate compared to what I saw for my room's thermostat. Usually higher by around 1 degrees F.* Reception is great.  I live in a 2 floor home with 1000sq.ft on each floor.  From one corner on the top floor to the opposite corner of the bottom floor, I still saw 4/4 reception bars and never lost video on the monitor.What's okay:* There is some lag in the video/audio.  I'd say around 1 second which honestly isn't that bad.  I haven't used other monitors so can't really say whether it's bad or good.* This same lag also applies to panning/rotating the camera.  I noticed a lot of reviews mention how slow it is.  You just have to press the button once, wait for it to move, then continue.  I would not hold the button hoping to move the camera to a point that you want.  It works fine for me and again, I'm not sure how much faster other monitors with panning/rotating cameras respond.* I charged up the monitor for 16 hours as recommended and used the monitor with the video-on almost 100% of the time.  I managed to snag 4hrs before it showed the 'battery low' indicator.  I'd imagine the battery life would be much better when having the video turned off and using audio only.  It's not great compared to the 8hr+ that I've read about the other monitors, but it's usable.  I have it hooked up to the power adapter most of the time beside my bed.What's not:* The speakers aren't very loud on the monitor even in the loudest volume setting so if you're in the laundry room, or cooking with the fan on, it'll be quite hard to hear the baby's noise unless the baby is crying out loud.  This isn't to say that the monitor is not picking up the sound, just that the speaker on the backside isn't very powerful.  In fact, if you put the speaker right up against your ear, you'll actually hear quite a lot of minor details including the baby's breathing. [Note: There is an AV/Speaker output so you could potentially hook up headphones to it which could help in case you're in a noisy environment]* There is a major issue with the parent monitor not having audio which I'm going to document in it's own section below.Overall:* This would be a 4-5 star product for me, but I'm giving it a 1-star mainly because of the issue I'm mentioning below.  Having audio stop working is a 'very serious' issue for a device that is advertised as providing monitoring for your precious living baby.  It should not even be sold when there is such a critical bug.  With that said, see below for more details on a potential 'workaround' that I think I have.  I'm holding onto the device to see how much longer I'm able to keep it in a working condition with the workaround and to see whether that is indeed the issue.  I may keep it still if it pans out since there are things I like about this product.  For most consumers, I'm not sure I'd recommend if this issue is not resolved.=Issue: Video works fine but audio occasionally not working on monitor=I've noticed a number of past reviews mention this same issue and it's actually quite concerning since this is the main point of having a monitor.  This product worked perfectly fine (with audio and video) for a day or so until one day, I saw my baby moving his mouth like he was crying on the video, went upstairs and heard him crying, but didn't hear anything on the monitor.  After a bunch of things that I tried, I managed to get the audio working again.I ended up spending the next day or so testing and making sure I could find a repro of the issue and it looked like the monitor occasionally ends up losing the audio when I used the 'Intercom' function.  It looks like the 'Intercom' feature works 1-way only (as advertised).  When it is pressed and held on to, audio can be sent out from the monitor but audio cannot be received until button is depressed.  So when the audio wasn't working, pressing on the 'Intercom' button again would get it back working.With that said, for now, I've completely stopped using (playing around with) the Intercom function and wanted to see how long I could go with the audio working.  It's been a couple days straight now where I haven't had issues with the audio so I'm hoping that is the culprit.[For Motorola folks who monitor these reviews, hope some of the information above helps your team out in pinpointing/fixing the issue.  I really do hope you guys fix this issue and other issues mentioned by other reviews since this product has a lot potential to do well.  I'll update my review score accordingly.]======UPDATE - January 20, 2012 [Swapped from 3.5in to 4.3in monitor]=====It's been a few months and I'd been meaning to update my review.  So, I had someone from Motorola contact me after I posted my review and they were very helpful with providing me with an exchange.  They initially wanted me to send in my device first but after explaining my situation of not being able to really live without the monitor for even a few weeks, they were willing to let me send mine in only after I received the new device.  So, as far as customer service was concerned, I had no problems what-so-ever getting my device exchanged.  The other caveat is that, they sent me the 4.3in version since they were out of stock of the 3.5in version.Therefore, my updated review is really based on the 4.3in version now but I'll still make comparisons to the 3.5in for folks that are interested in the differences.=Differences between 3.5in vs 4.3in=* SCREEN: Obviously, the screen size is different.  The 4.3in is bigger than the 3.5in but I noticed that the aspect ratio is also different.  The 4.3in is wider than the 3.5in and actually shows more content width-wise.  In other words, the 3.5in monitor is likely cropping off some of the video to it's left and right sides.  If you have the 3.5in monitor, you can also verify this by looking at the video using the Mobile App which will show the full width video.  With this regard, the 4.3in definitely gets my pick.* BUTTONS: The 4.3in monitor has mostly touch screen controls unlike the 3.5in which has physical controls.  I absolutely hate the touch screen controls since they're either very sensitive when you have to move the monitor around OR some of the buttons are not responsive when you actually want to perform an action.  Physical buttons are the way to go and the 3.5in version has my vote in this regard.* VOLUME CONTROL: The 4.3in monitor has dedicated physical buttons for volume control while the 3.5in requires you to maneuver through the menu to change volume.  This makes quite a big difference since changing the volume is probably one of my most performed actions.* MicroSD CARD INPUT: The 4.3in monitor has a microSD card slot to record videos while the 3.5in doesn't.  I haven't really used this feature to be honest so can't really comment on this but it's something to be aware if you're comparing the two.* HEADPHONE INPUT: The 3.5in monitor has a 3.5mm headphone input while the 4.3in doesn't.  I actually thought having the headphone input was a great idea for those times when you're busy mowing the lawn or doing something noisy.  Not a big deal though.* STAND: The stand on the 3.5in monitor flips out vertically while the stand on the 4.3in monitor flips out horizontally.  The 4.3in monitor's stand setup is really awkward and ends up all the way on one side of the monitor when extended which makes the monitor easy to tip over and unstable.  The 3.5in monitor's stand was perfect in that regard since it extends out more around the center.* BATTERY LIFE: The 3.5in monitor uses a 3.6V 900mAh battery and I was able to get around 4+ hours with the monitor fully on.  The 4.5in monitor uses a 3.7V 1880mAh battery and I'm not able to get around 8+ hours.  This was another huge differentiating factor for me.Besides the main differences above, the 4.3in monitor's performance in terms of video quality & reliability, range & reception, night-time mode, internet video, is about the same as the 3.5in monitor.  Great in both cases.  I've never had range issues, or video getting cut off.I had previously mentioned about my 3.5in monitor having a serious issue with sound getting disabled after using the Intercom feature which was the main reason I exchanged the product.  I'm unable to say whether they've fixed that in the 3.5in version of the monitors (since I got mine exchanged with the 4.3in) or whether a few of us just got unlucky with a faulty batch but so far, I've not encountered this issue with the 4.3in version.In summary, given that customer service has exchanged mine faulty 3.5in with a 4.3in with no issues, I'm updating my review from 1 star to 4 stars, specifically for the 4.5in (MBP854CONNECT) version .  Compared to all the other monitors out there, I still believe this monitor is one of the best for the right price.  The Video-over-Internet feature is still my biggest selling point and to be honest, after 3 months of use, I am using it mainly to watch my baby over my iPhone or on my laptop whenever I forget my monitor somewhere in the house.  It also comes in handy, when your monitor runs out of battery."
"2688","5","GREAT!!!"
"2689","1","latency issues on both handheld monitor & from internet wifi"
"2690","5","I chose this baby monitor with two cameras for both of my babies. I wanted a camera set that would allow a WiFi option so that I could see away from home or if I was out of range of the monitor but within the home WiFi. The option of viewing from my cellular network is nice too. Came in handy- recently my in-laws were having some issues with our infant crying. (We tried calling them but their cell phone sometimes does not ring and goes to voicemail. We were able to speak to them through the camera. It's not ideal but we were able to communicate to tell them the baby is crying because of tired not hungry.)The camera system requires a good quality wifi setup so if your wifi is skechy then this may not be for you. When our wifi is down we can use the monitor but the signal does not seem as strong. Initial setup was a little interesting but if you have trouble you can alway contact Motorola support. Once you install make sure you update the cameras firmware through the iphone app. There have been several updates that may have an impact on the system working properly.The directional controls on the camera are a little clunky but they seem to be getting better with updates.The volume when using via wifi on my iphone is great! In fact I haven't used the actual monitor lately because its just easier to use with iphone. Although its nice to have the monitor as a third option if one of us or the in-laws are on a different floor and need to view.Camera quality in light is great.Low light is okay. Much to what I would expect.Night vision is okay. Seems to do the job.Overall this has been a good experience. It meets the needs for my family.  I may expand this to a third camera to monitor the main floor and/or outside when we sleep.Lastly the Hubble customer service is great!I noticed some of the negative reviews.  I think a large part of it is user error.  You need Wifi to get the full benefit. You need to download latest firmware. Lastly CALL tech support if you cannot figure out. The tool free number is on a card when you open camera."
"2691","5","Good"
"2692","5","Good product!"
"2693","5","We just had a baby and I searched and searched for monitors while my wife was pregnant.  None seemed to be perfect, and I really wanted to have it all.  With this one, I think I have everything I wanted.  Granted, the price is very high, but for the money it delivers.  Large screen, internet connectivity, great infrared camera, pan/tilt/zoom, talk back to room, temperature monitoring, and lots more.Let's start with the basics. The camera is the standard ""orb style"" with a ring of infrared LED around a regular camera lens.  There is an on/off switch and a pair button on the bottom but that is it for buttons.  The base has 2 keyhole style holes so you can mount is on the wall and the base feels sturdy enough to stand fine on a bookcase or shelf.  The power cord has a mirco-usb connector at the end of a long cord with a standard wall-wart on the end.  Motorola strongly encourages that you use only their plug, but if in a pinch or traveling with it, don't quote me but I imagine you could use a replacement.  It's just nice that it's not a proprietary plug that if you lose it you have to buy directly from Motorola.The parent unit is nicely made and has a big screen but at the same time is fairly thin.  It also uses a micro-usb cord to charge it (the wall-plugs are identical, no markings to distinguish one from the other).  There is a small kick-stand on the back and the package comes with a white stand to use on the nightstand.  The stand has a place to lock in the charging cable but otherwise does not connect to the parent unit.  It just sits nicely on the stand, which makes it easier to disengage- you just pick it up.There are touch buttons around the outside of the screen to move the camera, turn off the screen, pull up the menu, etc.  I wish the ""up/down/left/right/ok"" buttons could have been in one place like the center of most remotes for TV rather than left/right on one side of the screen and up/down on the other, but it's a small gripe.  The only physical buttons are the volume up/down and the power off button.The functionality is great.  The screen is very good, especially when you consider what it is and what it is designed to do.  A Samsung Note or iPhone 6 screen this ain't, but you don't need to look at megapixels, you need to make sure your baby is safe. This does that, and more pixels would make the refresh time slower, anyway.  The sound is very good, about as good as you could expect from a small device.  You can hear background noises like fans or the outside, which goes away if you lower the volume a bit.  Once you get it set right, the only thing you hear is the noises you want to hear like the baby. All of these monitors have a bit of a delay and this one is no different.  That being said, it's fine to monitor your baby, and again, that's why you bought this in the first place.As for the internet connectivity, it uses an app called Hubble which is available for Android and iPhone.  The download and install were simple and setting up an account was very easy.  Once set up you just press the ""pair"" button on the bottom of the camera and it connects to your wi-fi then to the app. The app is very easy to use, you can control the camera just like with the parent unit and you can even use the app to talk to the room with the camera.  The talk-back function (whether on the parent unit or the app) is like a walkie-talkie not a phone so it's one way at a time but it worked well in my tests. You do have to have good, robust wi-fi in the room where you want to use this camera or it won't connect to the app.  The parent unit and the camera work fine if there is no wi-fi, but the app needs to be connected to the router.  The app will notify you when there is movement or sound and will let you know when the room temp goes above or below a certain temp.The camera can play music which can be controlled by the parent unit or the app.  The music was surprisingly good, not as tinny and cheap sounding as I thought it might be.  Concert quality? No, but very good for a tiny little speaker on a wireless camera that also has wi-fi and a thermometer.  If you keep your expectations realistic, then you will be nicely surprised by this one.This is a feature-loaded, very nicely made monitor.  It has more bells and whistles than you may need but you'd be surprised how many of them you'll end up using.  The parent unit could be a bit better designed and the lag could be a bit shorter but in the end you want it to check on your baby from home or away and it does just that.  If you are in the high-end of the market, this delivers for the price.Edit 02-23-15: I have used the monitor for about 3 weeks and the only comment I would make now is the speaker on the monitor is very quiet and the sounds from the room are hard to hear even when the parent unit is turned all the way up. If you're using it when sleeping only, you will probably hear everything you want to hear. However, if you are using it when around the house while the baby is napping, you will have a hard time hearing the quieter sounds over the TV, etc. You'll still hear the crying (I think you can hear my baby on Jupiter) but it's sometimes good to attend to your baby before the crying stage.Not enough to reduce the number of stars (I think this is still worth 5), but it might come close to knocking a star off."
"2694","5","This is amazing. I am watching my baby due all crazy kinds of s*** while im at work with this thing. 5/5 #mybabyisactive"
"2695","3","The cam<U+00E9>ra is great but the price was in US dollars! It wasn't write anywhere! What a deception!"
"2696","1","PIECE OF S***."
"2697","1","If I could give this negative stars I would.  I have never been so disappointed in an electronic.  This is seriously garbage.  My first set (yes I'm on my second because the first crapped out within a few months and stopped charging along with having some of the issues listed below)  Since the beginning this monitors wifi has not worked correctly, but that's not the worst of my issues.  Oh no, first, when we try to pan and tilt the camera will continue moving without us touching the screen.  I will push down and once I let go it begins going up again until the camera is all the way up.  The zoom continually un-zooms randomly and sometimes won't work.  This monitor has WOKEN myself and my husband up over 2 dozen times, in the past 2 months alone.  The camera will disconnect and it never fails that it happens at 3-4am and the monitor then begins loudly beeping and has to be reset.  For 2 parents who are finally sleeping at night this is by far the worst thing this does.  Additionally, when you turn the monitor off to save battery the clock does not continue counting so every time you turn it back on you have to reset the settings AGAIN, and AGAIN.  Currently, my screens black and white night feature no longer wants to work so it's now pink.  2 days ago, the sound decided to randomly turn off (volume was almost to full) but the sound stopped working and I failed to hear my kid for about 30 mins when he was crying.  I originally paid $300.00 for this piece of garbage and you'd think for that price you'd have a good working monitor system.  I contacted Motorola about my current issues and they will not refund me but simply send, yet another replacement which I am refusing because I HATE this monitor system.  Please, stay away from this set it belongs in the trash more than your home and it will only bring you headaches and torment!!!!!"
